Hardin: "Big Horn County Museum | the Little Bighorn College | the jail | the old courthouse | County courthouse"
Lac La Biche: "the Lac La Biche Mission | the old courthouse | the jail | Lac La Biche Provincial Park | the Portage College"
Wetaskiwin: "the Reynolds-Alberta Museum | the old courthouse | the jail | the Wetaskiwin & District Heritage Museum | the Wetaskiwin Golf Club"
Meander River: "Central area | the old depot | the homeless shelter | Traditional buildings | Remote area"
Creston: "the Creston Valley Wildlife Management Area | the old courthouse | the jail | the Creston Museum | the Columbia Brewery"
Cranbrook: "the Canadian Museum of Rail Travel | the old courthouse | the jail | the Key City Theatre | College of the Rockies"
Terrace: "the Heritage Park Museum | the old courthouse | the jail | the Terrace Little Theatre | Northwest Community College"
Chilliwack: "Cultus Lake | the old courthouse | the jail | the Chilliwack Museum | the University of the Fraser Valley"
Hall Beach: "Central area | the old depot | the homeless shelter | Traditional buildings | Arctic hamlet"
Lutselke: "Central area | the old depot | the homeless shelter | Traditional buildings | Great Slave Lake area"
Hay River: "the Hay River Museum | the old courthouse | the jail | the Hay River Golf Club | the Northern Frontier Visitors Centre"
Déline: "Central area | the old depot | the homeless shelter | Traditional buildings | Great Bear Lake area"
Paulatuk: "Central area | the old depot | the homeless shelter | Traditional buildings | Arctic coast"
Tsiigehtchic: "Central area | the old depot | the homeless shelter | Traditional buildings | Mackenzie Delta"
Owen Sound: "the Tom Thomson Art Gallery | the old courthouse | the jail | the Owen Sound Marine & Rail Museum | Georgian College"
Orillia: "the Stephen Leacock Museum | the old courthouse | the jail | the Orillia Opera House | Lakehead University Orillia"
Kapuskasing: "the Kapuskasing Museum | the old courthouse | the jail | the Ron Morel Memorial Museum | Northern College"
Thessalon: "the Thessalon Township Museum | the old courthouse | the jail | the Thessalon Marina | Algoma University"
Geraldton: "the Geraldton District Museum | the old courthouse | the jail | the Greenstone Building | Northern College"
Belleville: "the Glanmore National Historic Site | the old courthouse | the jail | the Empire Theatre | Loyalist College"
Sarnia: "the Sarnia Historical Museum | the old courthouse | the jail | the Imperial Theatre | Lambton College"
Peterborough: "Trent University | the old courthouse | the jail | the Canadian Canoe Museum | the Peterborough Museum & Archives"
Oshawa: "the Canadian Automotive Museum | the old courthouse | the jail | the Parkwood Estate | Durham College"
London: "the University of Western Ontario | the old courthouse | the jail | the Museum London | Fanshawe College"
Kitchener: "the Kitchener-Waterloo Art Gallery | the old courthouse | the jail | the Centre in the Square | University of Waterloo"
New Liskeard: "the Little Claybelt Homesteaders Museum | the old courthouse | the jail | the New Liskeard Golf Club | Northern College"
Brockville: "the Brockville Museum | the old courthouse | the jail | the Brockville Arts Centre | St. Lawrence College"
Big Beaver House: "Central area | the old depot | the homeless shelter | Traditional buildings | Remote area"
Port-Menier: "Central area | the old depot | the homeless shelter | Traditional buildings | Anticosti Island"
Riviere-du-Loup: "the Musée du Bas-Saint-Laurent | the old courthouse | the jail | the Théâtre du Bic | Cégep de Rivière-du-Loup"
Drummondville: "the Village Québécois d'Antan | the old courthouse | the jail | the Maison des Arts Desjardins | Cégep de Drummondville"
Sherbrooke: "the University of Sherbrooke | the old courthouse | the jail | the Musée de la Nature et des Sciences | Cégep de Sherbrooke"
Cap-Chat: "the Éole Wind Farm | the old courthouse | the jail | the Cap-Chat Lighthouse | Cégep de la Gaspésie"
Baie-Comeau: "the Jardin des Glaciers | the old courthouse | the jail | the Complexe Guy-Carbonneau | Cégep de Baie-Comeau"
Natashquan: "the Natashquan Museum | the old courthouse | the jail | the Natashquan Lighthouse | Traditional buildings"
Eastmain: "Central area | the old depot | the homeless shelter | Traditional buildings | James Bay area"
Schefferville: "the Schefferville Museum | the old courthouse | the jail | the Iron Ore Company facilities | Remote mining heritage"
Salluit: "Central area | the old depot | the homeless shelter | Traditional buildings | Arctic village"
Amos: "the Amos Museum | the old courthouse | the jail | the Amos Golf Club | Cégep de l'Abitibi-Témiscamingue"
Joliette: "the Musée d'art de Joliette | the old courthouse | the jail | the Amphithéâtre de Lanaudière | Cégep Joliette-De Lanaudière"
St.-Jerome: "the Musée d'art contemporain des Laurentides | the old courthouse | the jail | the Théâtre Gilles-Vigneault | Cégep de Saint-Jérôme"
St-Augustin: "Central area | the old depot | the homeless shelter | Traditional buildings | Lower North Shore"
Rouyn-Noranda: "the Musée de minéralogie et d'archéologie | the old courthouse | the jail | the Théâtre du cuivre | University of Quebec in Abitibi-Témiscamingue"
La Sarre: "the La Sarre Museum | the old courthouse | the jail | the La Sarre Golf Club | Cégep de l'Abitibi-Témiscamingue"
New Glasgow: "the New Glasgow Riverfront Jubilee Theatre | the old courthouse | the jail | the Nova Scotia Community College | the Carmichael Stewart House Museum"
Liverpool: "the Perkins House Museum | the old courthouse | the jail | the Queens County Museum | the Aspen Grove Hiking Trail"
Amherst: "the Cumberland County Museum | the old courthouse | the jail | the Amherst Golf Club | the Maritime Link Visitor Centre"
Baddeck: "the Alexander Graham Bell National Historic Site | the old courthouse | the jail | the Baddeck Marine | the Gaelic College"
Deer Lake: "the Deer Lake Museum | the old courthouse | the jail | the Deer Lake Golf Club | College of the North Atlantic"
La Scie: "Central area | the old depot | the homeless shelter | Traditional buildings | Coastal area"
Hopedale: "the Hopedale Mission National Historic Site | Central area | the old depot | the homeless shelter | Traditional buildings"
Happy Valley - Goose Bay: "the Labrador Military Museum | the old courthouse | the jail | the Labrador Institute | College of the North Atlantic"
Port Hope Simpson: "Central area | the old depot | the homeless shelter | Traditional buildings | Coastal area"
Tofino: "Chesterman Beach | the old courthouse | the jail | the Tofino Botanical Gardens | the Wickaninnish Inn"
Virginia: "the Iron Range Historical Society | the old courthouse | the jail | the Virginia Golf Club | the Olcott Park Fountain"
Winona: "Saint Mary's University of Minnesota | the old courthouse | the jail | the Winona County Historical Society | the Minnesota Marine Art Museum"
Rochester: "the Mayo Clinic | the old courthouse | the jail | Rochester Community and Technical College | the Plummer House"
Lakeville: "the Airlake Airport | the old courthouse | the jail | the Lakeville Arts Center | the Antlers Park"
Ely: "the International Wolf Center | the old courthouse | the jail | the Dorothy Molter Museum | Vermilion Community College"
Moorhead: "Minnesota State University Moorhead | the old courthouse | the jail | the Plains Art Museum | the Heritage Hjemkomst Interpretive Center"
St. Cloud: "St. Cloud State University | the old courthouse | the jail | the Stearns History Museum | the Paramount Center for the Arts"
Miles City: "the Range Riders Museum | the old courthouse | the jail | the Custer County Art & Heritage Center | Miles Community College"
Bozeman: "Montana State University | the old courthouse | the jail | the Museum of the Rockies | the Ellen Theatre"
Glasgow: "the Valley County Pioneer Museum | the old courthouse | the jail | the Glasgow Air Force Base | Fort Peck Dam"
Dickinson: "Dickinson State University | the old courthouse | the jail | the Dakota Dinosaur Museum | the Prairie Outpost Park"
Jamestown: "the University of Jamestown | the old courthouse | the jail | the National Buffalo Museum | the Jamestown Regional Airport"
Williston: "the Fort Union Trading Post | the old courthouse | the jail | the James Memorial Art Center | Williston State College"
Lihue: "the Kauai Museum | the old courthouse | the jail | the Lihue Airport | Kauai Community College"
Wahiawa: "the Wahiawa Botanical Garden | the old courthouse | the jail | the Kukaniloko Birthstones | the Wahiawa General Hospital"
Wailuku: "the Bailey House Museum | the old courthouse | the jail | the Maui Community College | the Wailuku Civic Center"
Montpelier: "Idaho State University Meridian | the old courthouse | the jail | the Bear Lake State Park | the Oregon Trail Center"
Twin Falls: "the Shoshone Falls | the old courthouse | the jail | the College of Southern Idaho | the Herrett Center for Arts & Science"
Caldwell: "the College of Idaho | the old courthouse | the jail | the Indian Creek Plaza | the Caldwell Fine Arts"
Salmon: "the Sacajawea Center | the old courthouse | the jail | the Salmon Valley Golf Club | the Lemhi County Historical Museum"
Coeur d'Alene: "Lake Coeur d'Alene | the old courthouse | the jail | the Museum of North Idaho | North Idaho College"
Richland: "the REACH Museum | the old courthouse | the jail | the Columbia Basin College | the Howard Amon Park"
Bellingham: "Western Washington University | the old courthouse | the jail | the Whatcom Museum | the Mount Baker Theatre"
Longview: "the Nutty Narrows Bridge | the old courthouse | the jail | the Lower Columbia College | the Monticello Hotel"
Walla Walla: "Whitman College | the old courthouse | the jail | the Fort Walla Walla Museum | Walla Walla Community College"
Aberdeen: "the Aberdeen Museum of History | the old courthouse | the jail | the Grays Harbor College | the D&R Theatre"
Bremerton: "the USS Turner Joy Museum Ship | the old courthouse | the jail | the Admiral Theatre | Olympic College"
Everett: "the Boeing Future of Flight Aviation Center | the old courthouse | the jail | the Everett Theatre | Everett Community College"
Bullhead City: "the Colorado River Museum | the old courthouse | the jail | the Mohave Community College | the Community Park"
Winslow: "the La Posada Hotel | the old courthouse | the jail | the Old Trails Museum | the Standin' on the Corner Park"
Gila Bend: "the Gila Bend Museum | the old courthouse | the jail | the Painted Rock Petroglyph Site | the Space Age Lodge"
Tombstone: "the OK Corral | the old courthouse | the jail | the Bird Cage Theatre | the Tombstone Courthouse State Historic Park"
Willcox: "the Rex Allen Museum | the old courthouse | the jail | the Willcox Golf Club | the Chiricahua Regional Museum"
Scottsdale: "the Scottsdale Museum of Contemporary Art | the old courthouse | the jail | the Scottsdale Center for the Performing Arts | Scottsdale Community College"
Kingman: "the Mohave Museum of History and Arts | the old courthouse | the jail | the Powerhouse Visitor Center | the Kingman Railroad Museum"
Grand Canyon: "the Grand Canyon National Park | the old courthouse | the jail | the Grand Canyon Railway | the Kolb Studio"
Arcata: "Humboldt State University | the old courthouse | the jail | the Arcata Community Forest | the Humboldt Bay Maritime Museum"
Stockton: "the University of the Pacific | the old courthouse | the jail | the Haggin Museum | the Bob Hope Theatre"
Barstow: "the Route 66 Mother Road Museum | the old courthouse | the jail | the Barstow Community College | the Desert Discovery Center"
Victorville: "the California Route 66 Museum | the old courthouse | the jail | the Victor Valley College | the Mojave Narrows Regional Park"
Pasadena: "the Rose Bowl | the old courthouse | the jail | the California Institute of Technology | Pasadena City College"
Visalia: "the ImagineU Interactive Children's Museum | the old courthouse | the jail | the College of the Sequoias | the Visalia Fox Theatre"
El Centro: "the Imperial Valley College | the old courthouse | the jail | the Pioneers Museum | the Bucklin Park"
San Luis Obispo: "California Polytechnic State University | the old courthouse | the jail | the San Luis Obispo Museum of Art | Cuesta College"
Merced: "the University of California Merced | the old courthouse | the jail | the Merced County Courthouse Museum | Merced College"
Yuba City: "the Community Memorial Museum | the old courthouse | the jail | the Yuba College | the Sutter County Courthouse"
Redding: "the Turtle Bay Exploration Park | the old courthouse | the jail | the Shasta College | the Cascade Theatre"
Santa Rosa: "the Charles M. Schulz Museum | the old courthouse | the jail | the Santa Rosa Junior College | the Luther Burbank Home & Gardens"
Oceanside: "the California Surf Museum | the old courthouse | the jail | the MiraCosta College | the Oceanside Museum of Art"
Modesto: "the McHenry Mansion | the old courthouse | the jail | the Modesto Junior College | the Gallo Center for the Arts"
Irvine: "the University of California Irvine | the old courthouse | the jail | the Irvine Museum | the Irvine Valley College"
Ukiah: "the Grace Hudson Museum | the old courthouse | the jail | the Mendocino College | the Alex Thomas Plaza"
Needles: "the Needles Regional Museum | the old courthouse | the jail | the Old Trails Bridge | the Carty Trask Freedom Park"
Bishop: "the Eastern Sierra Museum | the old courthouse | the jail | the Cerro Coso Community College | the Bishop City Park"
Palm Springs: "the Palm Springs Art Museum | the old courthouse | the jail | the College of the Desert | the Indian Canyons"
Santa Maria: "the Santa Maria Museum of Flight | the old courthouse | the jail | the Allan Hancock College | the Santa Maria Civic Theatre"
Tulare: "the Tulare Historical Museum | the old courthouse | the jail | the Tulare Golf Club | the International Agri-Center"
Mt. Shasta: "Mount Shasta | the old courthouse | the jail | the Sisson Museum | the College of the Siskiyous"
Crescent City: "the Battery Point Lighthouse | the old courthouse | the jail | the Del Norte County Historical Society | College of the Redwoods"
Fort Collins: "Colorado State University | the old courthouse | the jail | the Discovery Science Center | the Fort Collins Museum of Art"
Pueblo: "the Pueblo Riverwalk | the old courthouse | the jail | Colorado State University Pueblo | the Sangre de Cristo Arts Center"
Lamar: "the Big Timbers Museum | the old courthouse | the jail | Lamar Community College | the Cow Palace Inn"
Trinidad: "the Trinidad History Museum | the old courthouse | the jail | Trinidad State Junior College | the A.R. Mitchell Museum"
Gunnison: "Western State Colorado University | the old courthouse | the jail | the Pioneer Museum | the Gunnison Arts Center"
Durango: "the Durango & Silverton Narrow Gauge Railroad | the old courthouse | the jail | Fort Lewis College | the Animas Museum"
Montrose: "the Museum of the Mountain West | the old courthouse | the jail | the Montrose County Historical Museum | Colorado Mesa University Montrose"
Craig: "the Museum of Northwest Colorado | the old courthouse | the jail | Colorado Northwestern Community College | the Sandstone Cellars Winery"
Boulder: "the University of Colorado Boulder | the old courthouse | the jail | the Boulder Museum of Contemporary Art | the Flatirons"
Boulder City: "the Boulder City/Hoover Dam Museum | the old courthouse | the jail | the Boulder Theatre | the Nevada State Railroad Museum"
Winnemucca: "the Humboldt Museum | the old courthouse | the jail | the Winners Casino | the Martin Hotel"
Roswell: "the International UFO Museum | the old courthouse | the jail | the New Mexico Military Institute | Eastern New Mexico University"
Clovis: "the Norman Petty Studios | the old courthouse | the jail | Clovis Community College | the Hillcrest Park Zoo"
Las Cruces: "New Mexico State University | the old courthouse | the jail | the Las Cruces Museum of Art | Doña Ana Community College"
Hobbs: "the Western Heritage Museum | the old courthouse | the jail | the University of the Southwest | Lea County Courthouse"
Socorro: "the New Mexico Institute of Mining and Technology | the old courthouse | the jail | the Socorro Mission | the Mineral Museum"
Gallup: "the Red Rock Museum | the old courthouse | the jail | the University of New Mexico Gallup | the El Morro Theatre"
Raton: "the Raton Museum | the old courthouse | the jail | the Shuler Theater | the Historic First Street"
Tucumcari: "the Mesalands Community College's Dinosaur Museum | the old courthouse | the jail | the Tucumcari Historical Museum | the Blue Swallow Motel"
Roseburg: "the Douglas County Museum | the old courthouse | the jail | Umpqua Community College | the Wildlife Safari"
Pendleton: "the Pendleton Round-Up | the old courthouse | the jail | Blue Mountain Community College | the Tamástslikt Cultural Institute"
John Day: "the Kam Wah Chung State Heritage Site | the old courthouse | the jail | the Grant County Historical Museum | the John Day Fossil Beds"
Grants Pass: "the Rogue River | the old courthouse | the jail | Rogue Community College | the Schmidt House Museum"
Corvallis: "Oregon State University | the old courthouse | the jail | the Corvallis Arts Center | the Benton County Historical Society"
Albany: "the Albany Historic Carousel & Museum | the old courthouse | the jail | Linn-Benton Community College | the Albany Regional Museum"
Astoria: "the Columbia River Maritime Museum | the old courthouse | the jail | the Astoria Column | Clatsop Community College"
Logan: "Utah State University | the old courthouse | the jail | the Ellen Eccles Theatre | the American West Heritage Center"
Parowan: "the Parowan Gap Petroglyphs | the old courthouse | the jail | Southern Utah University Cedar City | the Iron Mission State Park"
Kanab: "the Best Friends Animal Sanctuary | the old courthouse | the jail | the Little Hollywood Movie Museum | the Kanab Heritage Museum"
Monticello: "the Frontier Museum | the old courthouse | the jail | the San Juan County Courthouse | the Monticello Golf Club"
Moab: "Arches National Park | the old courthouse | the jail | the Moab Information Center | the Red Cliffs Lodge"
Price: "the USU Eastern Prehistoric Museum | the old courthouse | the jail | Utah State University Eastern | the Price Municipal Airport"
Cedar City: "Southern Utah University | the old courthouse | the jail | the Utah Shakespeare Festival | the Frontier Homestead State Park Museum"
Vernal: "the Utah Field House of Natural History | the old courthouse | the jail | Utah State University Uintah Basin | the Dinosaur National Monument"
Ogden: "the Union Station | the old courthouse | the jail | Weber State University | the Eccles Community Art Center"
Green River: "the Sweetwater County Historical Museum | the old courthouse | the jail | Western Wyoming Community College | the Expedition Island Park"
Rawlins: "the Wyoming Frontier Prison Museum | the old courthouse | the jail | Western Wyoming Community College | the Carbon County Museum"
Douglas: "the Wyoming Pioneer Memorial Museum | the old courthouse | the jail | the Douglas Railroad Interpretive Center | Converse County Courthouse"
Riverton: "the Riverton Museum | the old courthouse | the jail | Central Wyoming College | the Wind River Heritage Center"
Thermopolis: "the Wyoming Dinosaur Center | the old courthouse | the jail | the Hot Springs State Park | the Hot Springs County Museum"
Gillette: "the Rockpile Museum | the old courthouse | the jail | the Campbell County Public Library | the Cam-plex Multi-Event Facilities"
Jonesboro: "Arkansas State University | the old courthouse | the jail | the Craighead County Courthouse | the Forrest L. Wood Crowley's Ridge Nature Center"
Texarkana: "the Perot Theatre | the old courthouse | the jail | Texarkana College | the Discovery Place Interactive Museum"
Pine Bluff: "the Arkansas Railroad Museum | the old courthouse | the jail | the University of Arkansas at Pine Bluff | Jefferson County Courthouse"
Hot Springs: "Hot Springs National Park | the old courthouse | the jail | National Park College | the Bathhouse Row"
Fort Smith: "the Fort Smith National Historic Site | the old courthouse | the jail | the University of Arkansas at Fort Smith | the Fort Smith Museum of History"
Fayetteville: "the University of Arkansas | the old courthouse | the jail | the Walton Arts Center | the Northwest Arkansas Mall"
Conway: "Hendrix College | the old courthouse | the jail | the University of Central Arkansas | the Faulkner County Museum"
El Dorado: "the South Arkansas Arts Center | the old courthouse | the jail | South Arkansas Community College | the Union County Courthouse"
Davenport: "the Figge Art Museum | the old courthouse | the jail | St. Ambrose University | the River Music Experience"
Burlington: "the Des Moines County Heritage Center | the old courthouse | the jail | Southeastern Community College | the Capitol Theater"
Dubuque: "the University of Dubuque | the old courthouse | the jail | the National Mississippi River Museum | Clarke University"
Waterloo: "the University of Northern Iowa | the old courthouse | the jail | the Grout Museum District | Hawkeye Community College"
Sioux City: "the Sioux City Public Museum | the old courthouse | the jail | Morningside College | Western Iowa Tech Community College"
Council Bluffs: "the Union Pacific Railroad Museum | the old courthouse | the jail | Iowa Western Community College | the Squirrel Cage Jail"
Ames: "Iowa State University | the old courthouse | the jail | the Brunnier Art Museum | the Reiman Gardens"
Mason City: "the Music Man Square | the old courthouse | the jail | North Iowa Area Community College | the Historic Park Inn Hotel"
Emporia: "Emporia State University | the old courthouse | the jail | the Red Rocks State Historic Site | the Lyon County Historical Museum"
Salina: "Kansas State University Salina | the old courthouse | the jail | the Smoky Hill Museum | the Salina Art Center"
Dodge City: "the Boot Hill Museum | the old courthouse | the jail | Dodge City Community College | the Santa Fe Trail"
Coffeyville: "the Coffeyville Historical Museum | the old courthouse | the jail | Coffeyville Community College | the Dalton Defenders Museum"
St. Charles: "the Lewis & Clark Boat House and Museum | the old courthouse | the jail | Lindenwood University | the Historic Main Street"
Poplar Bluff: "the Margaret Harwell Art Museum | the old courthouse | the jail | Three Rivers Community College | the Black River Coliseum"
Joplin: "Missouri Southern State University | the old courthouse | the jail | the Joplin Museum Complex | the George A. Spiva Center for the Arts"
Columbia: "the University of Missouri | the old courthouse | the jail | Columbia College | the Museum of Art and Archaeology"
St. Joseph: "the Pony Express National Museum | the old courthouse | the jail | Missouri Western State University | the Jesse James Home Museum"
McCook: "the High Plains Museum | the old courthouse | the jail | McCook Community College | the Frank House"
Norfolk: "the Elkhorn Valley Museum | the old courthouse | the jail | Northeast Community College | the Norfolk Arts Center"
North Platte: "the Buffalo Bill Ranch State Historical Park | the old courthouse | the jail | Mid-Plains Community College | the Lincoln County Historical Museum"
Sidney: "the Fort Sidney Museum | the old courthouse | the jail | Western Nebraska Community College | the Cheyenne County Museum"
Scottsbluff: "Scotts Bluff National Monument | the old courthouse | the jail | Western Nebraska Community College | the Legacy of the Plains Museum"
Chadron: "Chadron State College | the old courthouse | the jail | the Museum of the Fur Trade | the Dawes County Historical Society Museum"
Lawton: "the Museum of the Great Plains | the old courthouse | the jail | Cameron University | Fort Sill"
Norman: "the University of Oklahoma | the old courthouse | the jail | the Fred Jones Jr. Museum of Art | the Oklahoma Geological Survey"
Muskogee: "the Five Civilized Tribes Museum | the old courthouse | the jail | Connors State College | the USS Batfish"
Ponca City: "the Marland Estate Mansion | the old courthouse | the jail | Northern Oklahoma College | the Ponca City Art Association"
Shawnee: "the Mabee-Gerrer Museum of Art | the old courthouse | the jail | Oklahoma Baptist University | the Shawnee Municipal Airport"
Woodward: "the Plains Indians and Pioneers Museum | the old courthouse | the jail | Northwestern Oklahoma State University | the Crystal Beach Park"
Guymon: "the No Man's Land Historical Museum | the old courthouse | the jail | Oklahoma Panhandle State University | the Guymon Golf & Country Club"
Yankton: "the Dakota Territorial Museum | the old courthouse | the jail | Mount Marty College | the Missouri National Recreational River"
Brookings: "South Dakota State University | the old courthouse | the jail | the South Dakota Art Museum | the McCrory Gardens"
Mitchell: "the Corn Palace | the old courthouse | the jail | Dakota Wesleyan University | the Prehistoric Indian Village"
Aberdeen: "Northern State University | the old courthouse | the jail | the Dacotah Prairie Museum | the Aberdeen Recreation & Cultural Center"
Mobridge: "the Klein Museum | the old courthouse | the jail | the Sitting Bull Monument | the Mobridge Country Club"
Houma: "the Southdown Plantation House | the old courthouse | the jail | Fletcher Technical Community College | the Terrebonne Parish Courthouse"
Monroe: "the University of Louisiana at Monroe | the old courthouse | the jail | the Biedenharn Museum & Gardens | Louisiana Delta Community College"
Conroe: "the Heritage Museum of Montgomery County | the old courthouse | the jail | Lone Star College Montgomery | the Crighton Theatre"
Nacogdoches: "Stephen F. Austin State University | the old courthouse | the jail | the Stone Fort Museum | the Millard's Crossing Historic Village"
Eagle Pass: "the Fort Duncan Museum | the old courthouse | the jail | Southwest Texas Junior College | the Maverick County Courthouse"
Edinburg: "the University of Texas Rio Grande Valley | the old courthouse | the jail | the Museum of South Texas History | South Texas College"
Kingsville: "Texas A&M University-Kingsville | the old courthouse | the jail | the King Ranch Museum | the Conner Museum"
Port Arthur: "the Museum of the Gulf Coast | the old courthouse | the jail | Lamar State College Port Arthur | the Sabine Pass Battleground"
Huntsville: "Sam Houston State University | the old courthouse | the jail | the Sam Houston Memorial Museum | the Texas Prison Museum"
Killeen: "Central Texas College | the old courthouse | the jail | the Mayborn Science Theater | the 1st Cavalry Division Museum"
Lufkin: "Angelina College | the old courthouse | the jail | the Texas Forestry Museum | the Museum of East Texas"
Del Rio: "the Whitehead Memorial Museum | the old courthouse | the jail | Sul Ross State University Rio Grande College | the Val Verde County Courthouse"
San Angelo: "Angelo State University | the old courthouse | the jail | the San Angelo Museum of Fine Arts | the Fort Concho National Historic Landmark"
Sherman: "Austin College | the old courthouse | the jail | the Sherman Museum | the Grayson College"
Beaumont: "Lamar University | the old courthouse | the jail | the Spindletop-Gladys City Boomtown Museum | the Art Museum of Southeast Texas"
Bay City: "the Bay City Historical Museum | the old courthouse | the jail | the Matagorda County Courthouse | the Bay City Civic Center"
Port Lavaca: "the Calhoun County Museum | the old courthouse | the jail | the Calhoun County Courthouse | the Half Moon Reef Lighthouse"
Falfurrias: "the Heritage Museum | the old courthouse | the jail | the Brooks County Courthouse | the Falfurrias Butter Company"
Beeville: "the Beeville Art Museum | the old courthouse | the jail | Coastal Bend College | the Bee County Courthouse"
Fort Stockton: "the Historic Fort Stockton | the old courthouse | the jail | the Pecos County Courthouse | the Annie Riggs Memorial Museum"
Pecos: "the West of the Pecos Museum | the old courthouse | the jail | the Reeves County Courthouse | the Maxey Park"
Dumas: "the Window on the Plains Museum | the old courthouse | the jail | the Moore County Courthouse | the McDade Park"
Denton: "the University of North Texas | the old courthouse | the jail | Texas Woman's University | the Courthouse-on-the-Square Museum"
Midland: "the Petroleum Museum | the old courthouse | the jail | the University of Texas of the Permian Basin | the Midland County Courthouse"
Temple: "the Temple Railroad & Heritage Museum | the old courthouse | the jail | Temple College | the Cultural Activities Center"
New Haven: "Yale University | the old courthouse | the jail | the Peabody Museum of Natural History | the Shubert Theatre"
Lowell: "the Lowell National Historical Park | the old courthouse | the jail | the University of Massachusetts Lowell | the Merrimack Repertory Theatre"
Worcester: "the Worcester Art Museum | the old courthouse | the jail | Worcester Polytechnic Institute | the Hanover Theatre"
Manchester: "the Currier Museum of Art | the old courthouse | the jail | the University of New Hampshire at Manchester | the Palace Theatre"
Newport: "the Newport Mansions | the old courthouse | the jail | Salve Regina University | the International Tennis Hall of Fame"
Dothan: "the Wiregrass Museum of Art | the old courthouse | the jail | Wallace Community College | the Dothan Opera House"
Tuscaloosa: "the University of Alabama | the old courthouse | the jail | the Paul W. Bryant Museum | Stillman College"
Gadsden: "the Mary G. Hardin Center for Cultural Arts | the old courthouse | the jail | Gadsden State Community College | the Coosa County Courthouse"
Enterprise: "the Boll Weevil Monument | the old courthouse | the jail | Enterprise State Community College | the Coffee County Courthouse"
Selma: "the Edmund Pettus Bridge | the old courthouse | the jail | Concordia College Alabama | the Selma to Montgomery National Historic Trail"
Coral Gables: "the University of Miami | the old courthouse | the jail | the Coral Gables Museum | the Venetian Pool"
Cape Coral: "the Cape Coral Historical Museum | the old courthouse | the jail | the Cultural Park Theatre | the Cape Coral Yacht Club"
Naples: "the Naples Pier | the old courthouse | the jail | the Baker Museum | the Naples Botanical Garden"
Fort Pierce: "the Manatee Observation & Education Center | the old courthouse | the jail | Indian River State College | the St. Lucie County Historical Museum"
Kissimmee: "the Old Town entertainment district | the old courthouse | the jail | Valencia College | the Osceola County Stadium"
Titusville: "the Kennedy Space Center Visitor Complex | the old courthouse | the jail | Eastern Florida State College | the American Space Museum"
St. Augustine: "the Castillo de San Marcos | the old courthouse | the jail | Flagler College | the Lightner Museum"
Ocala: "the Appleton Museum of Art | the old courthouse | the jail | the College of Central Florida | Silver Springs State Park"
Fort Lauderdale: "Las Olas Boulevard | the old courthouse | the jail | Nova Southeastern University | the Broward Center for the Performing Arts"
Apalachicola: "the Apalachicola Maritime Museum | the old courthouse | the jail | the John Gorrie Museum | the Trinity Episcopal Church"
Vero Beach: "the Vero Beach Museum of Art | the old courthouse | the jail | Indian River State College | the McKee Botanical Garden"
Valdosta: "Valdosta State University | the old courthouse | the jail | the Lowndes County Historical Society | Wild Adventures Theme Park"
Albany: "Albany State University | the old courthouse | the jail | the Albany Museum of Art | the Flint RiverQuarium"
Athens: "the University of Georgia | the old courthouse | the jail | the Georgia Museum of Art | the State Botanical Garden of Georgia"
Macon: "Mercer University | the old courthouse | the jail | the Tubman Museum | the Ocmulgee Mounds National Historical Park"
Columbus: "Columbus State University | the old courthouse | the jail | the Columbus Museum | the National Infantry Museum"
Douglas: "South Georgia State College | the old courthouse | the jail | the Coffee County Arts Center | the General Coffee State Park"
Dublin: "the Dublin-Laurens Museum | the old courthouse | the jail | the Theatre Dublin | the Shamrock Festival grounds"
Gulfport: "the Gulfport Harbor | the old courthouse | the jail | Mississippi Gulf Coast Community College | the Jones Park"
Hattiesburg: "the University of Southern Mississippi | the old courthouse | the jail | the Hattiesburg Zoo | the Mississippi Armed Forces Museum"
Tupelo: "the Elvis Presley Birthplace | the old courthouse | the jail | the Northeast Mississippi Community College | the Tupelo Automobile Museum"
Greenville: "the Mississippi River | the old courthouse | the jail | the Mississippi Delta Community College | the B.B. King Museum"
Natchez: "the Natchez National Historical Park | the old courthouse | the jail | Copiah-Lincoln Community College | the Natchez Under-the-Hill"
Florence: "Francis Marion University | the old courthouse | the jail | the Florence County Museum | the Florence Little Theatre"
Greenville: "Bob Jones University | the old courthouse | the jail | the Greenville County Museum of Art | the Peace Center"
Sumter: "the Swan Lake Iris Gardens | the old courthouse | the jail | the University of South Carolina Sumter | the Sumter County Museum"
Anderson: "Anderson University | the old courthouse | the jail | the Anderson County Museum | the Civic Center of Anderson"
Aiken: "the University of South Carolina Aiken | the old courthouse | the jail | the Aiken County Historical Museum | the Thoroughbred Racing Hall of Fame"
Beaufort: "the University of South Carolina Beaufort | the old courthouse | the jail | the Beaufort History Museum | the Henry C. Chambers Waterfront Park"
Rock Hill: "Winthrop University | the old courthouse | the jail | the Museum of York County | the Rock Hill Arts Council"
Decatur: "Millikin University | the old courthouse | the jail | the Macon County Museum Complex | the Scovill Zoo"
Alton: "Lewis and Clark Community College | the old courthouse | the jail | the Alton Museum of History and Art | the National Great Rivers Museum"
Quincy: "Quincy University | the old courthouse | the jail | the Gardner Museum of Architecture | the Quincy Art Center"
Urbana: "the University of Illinois | the old courthouse | the jail | the Krannert Art Museum | the Spurlock Museum"
